 ,Track no,Slice no,X,Y,Distance,Velocity,Pixel Value
690,23,3,439,282,0.288,0.144,31936
691,23,4,440,278,0.532,0.266,22880
692,23,5,440,278,0,0,26384
693,23,6,440,280,0.258,0.129,22928
694,23,7,430,279,1.296,0.648,23087
695,23,8,426,278,0.532,0.266,17407
696,23,9,416,278,1.29,0.645,22219
697,23,10,405,280,1.442,0.721,27950
698,23,11,400,281,0.658,0.329,16502
699,23,12,392,286,1.217,0.608,20893
700,23,13,384,293,1.371,0.686,15617
701,23,14,384,294,0.129,0.065,20132
702,23,15,383,300,0.785,0.392,21740
703,23,16,379,304,0.73,0.365,24449
704,23,17,380,315,1.425,0.712,22820
705,23,18,378,320,0.695,0.347,25381
706,23,19,368,330,1.824,0.912,26979
707,23,20,364,334,0.73,0.365,29978
708,23,21,363,344,1.296,0.648,33853
709,23,22,363,347,0.387,0.194,31879
710,23,23,365,354,0.939,0.47,34830
711,23,24,367,362,1.064,0.532,38327
712,23,25,370,379,2.227,1.113,41009
713,23,26,376,384,1.008,0.504,36246
714,23,27,379,384,0.387,0.194,32772
715,23,28,381,388,0.577,0.288,35495
716,23,29,378,388,0.387,0.194,52299
717,23,30,366,392,1.632,0.816,65508
718,23,31,361,384,1.217,0.608,26602
719,23,32,356,377,1.11,0.555,18152
720,23,33,348,376,1.04,0.52,21625
721,23,34,343,378,0.695,0.347,19148
722,23,35,343,380,0.258,0.129,17004
723,23,36,341,380,0.258,0.129,19097
724,23,37,339,376,0.577,0.288,17989
725,23,38,338,375,0.182,0.091,20633
726,23,39,335,372,0.547,0.274,20467
727,23,40,337,370,0.365,0.182,22440
728,23,41,337,370,0,0,21170
729,23,42,337,365,0.645,0.323,18367
730,23,43,337,365,0,0,19760
731,23,44,331,360,1.008,0.504,22759
732,23,45,324,355,1.11,0.555,15350
733,23,46,320,355,0.516,0.258,20026
734,23,47,312,351,1.154,0.577,23450
735,23,48,308,350,0.532,0.266,21938
736,23,49,301,347,0.982,0.491,26267
737,23,50,303,342,0.695,0.347,23257
738,23,51,305,338,0.577,0.288,20593
739,23,52,306,330,1.04,0.52,27684
740,23,53,308,326,0.577,0.288,23440
741,23,54,310,323,0.465,0.233,21407
742,23,55,312,318,0.695,0.347,23411
743,23,56,312,314,0.516,0.258,25958
744,23,57,309,310,0.645,0.323,29927
745,23,58,304,309,0.658,0.329,24228
746,23,59,300,301,1.154,0.577,29279
747,23,60,296,294,1.04,0.52,34809
748,23,61,293,294,0.387,0.194,34329
749,23,62,291,293,0.288,0.144,30780
750,23,63,287,290,0.645,0.323,36556
751,23,64,286,286,0.532,0.266,39388
752,23,65,287,286,0.129,0.065,40036
753,23,66,285,283,0.465,0.233,36352
754,23,67,283,278,0.695,0.347,47877
755,23,68,283,276,0.258,0.129,51232
756,23,69,281,276,0.258,0.129,51724
757,23,70,283,279,0.465,0.233,53044
758,23,71,286,280,0.408,0.204,36477
759,23,72,286,279,0.129,0.065,38459
760,23,73,283,279,0.387,0.194,37173
761,25,1,478,292,-1,-1,51721
762,25,2,479,284,1.04,0.52,38915
763,25,3,481,283,0.288,0.144,29401
764,25,4,482,280,0.408,0.204,23673
765,25,5,482,278,0.258,0.129,19175
766,25,6,482,274,0.516,0.258,18265
767,25,7,478,262,1.632,0.816,13124
768,25,8,473,256,1.008,0.504,17624
769,25,9,467,252,0.93,0.465,14904
770,25,10,464,250,0.465,0.233,18451
771,25,11,464,254,0.516,0.258,13952
772,25,12,462,258,0.577,0.288,19044
773,25,13,459,266,1.102,0.551,18538
774,25,14,456,275,1.224,0.612,15465
775,25,15,454,282,0.939,0.47,20263
776,25,16,451,286,0.645,0.323,18509
777,25,17,441,292,1.504,0.752,16869
778,25,18,434,294,0.939,0.47,17954
779,25,19,434,306,1.548,0.774,19681
780,25,20,431,314,1.102,0.551,23894
781,25,21,430,329,1.939,0.97,25631
782,25,22,423,339,1.575,0.787,19366
783,25,23,420,339,0.387,0.194,17563
784,25,24,417,338,0.408,0.204,19908
785,25,25,416,336,0.288,0.144,21093
786,25,26,418,338,0.365,0.182,18907
787,25,27,416,331,0.939,0.47,26519
788,25,28,414,314,2.208,1.104,25016
789,25,29,400,297,2.841,1.42,26926
790,25,30,382,302,2.41,1.205,34112
791,25,31,388,297,1.008,0.504,38250
792,25,32,390,301,0.577,0.288,65514
793,25,33,378,308,1.792,0.896,65507
794,25,34,383,319,1.559,0.779,29316
795,25,35,394,327,1.755,0.877,23849
796,25,36,395,327,0.129,0.065,24314
797,25,37,392,325,0.465,0.233,18566
798,25,38,386,321,0.93,0.465,17521
799,25,39,384,319,0.365,0.182,16760
800,25,40,385,319,0.129,0.065,15561
801,25,41,384,318,0.182,0.091,12810
802,25,42,384,314,0.516,0.258,14035
803,25,43,379,309,0.912,0.456,15248
804,25,44,374,306,0.752,0.376,19102
805,25,45,372,304,0.365,0.182,13767
806,25,46,376,304,0.516,0.258,13642
807,25,47,374,296,1.064,0.532,17040
808,25,48,368,295,0.785,0.392,18095
809,25,49,361,290,1.11,0.555,14058
810,25,50,354,285,1.11,0.555,16516
811,25,51,349,281,0.826,0.413,18867
812,25,52,346,273,1.102,0.551,17391
813,25,53,349,267,0.865,0.433,18334
814,25,54,352,260,0.982,0.491,21082
815,25,55,340,254,1.731,0.865,21362
816,25,56,330,247,1.575,0.787,21771
817,25,57,323,238,1.471,0.735,19055
818,25,58,320,230,1.102,0.551,18331
819,25,59,319,220,1.296,0.648,21140
820,25,60,316,215,0.752,0.376,22229
821,25,61,310,208,1.189,0.595,25486
822,25,62,306,196,1.632,0.816,25227
823,25,63,307,188,1.04,0.52,24446
824,25,64,307,179,1.161,0.581,30197
825,25,65,309,169,1.316,0.658,23130
826,25,66,313,155,1.878,0.939,27287
827,25,67,318,145,1.442,0.721,18742
828,25,68,317,134,1.425,0.712,24884
829,25,69,320,128,0.865,0.433,38397
830,25,70,323,122,0.865,0.433,35107
831,25,71,327,122,0.516,0.258,34121
832,25,72,325,128,0.816,0.408,36386
833,25,73,328,118,1.347,0.673,23602
834,27,1,497,309,-1,-1,38024
835,27,2,500,305,0.645,0.323,16678
836,27,3,504,300,0.826,0.413,11540
837,27,4,504,293,0.903,0.452,12334
838,27,5,504,289,0.516,0.258,15183
839,27,6,506,281,1.064,0.532,14741
840,27,7,501,276,0.912,0.456,14772
841,27,8,498,274,0.465,0.233,12473
842,27,9,494,274,0.516,0.258,12911
843,27,10,484,279,1.442,0.721,17327
844,27,11,480,282,0.645,0.323,13869
845,27,12,483,296,1.847,0.923,15871
846,27,13,483,317,2.709,1.355,19119
847,27,14,483,321,0.516,0.258,27791
848,27,15,493,327,1.504,0.752,26429
849,27,16,505,338,2.1,1.05,32163
850,27,17,511,340,0.816,0.408,29297
851,28,1,368,309,-1,-1,65516
852,28,2,378,294,2.326,1.163,61530
853,28,3,384,292,0.816,0.408,46800
854,28,4,377,288,1.04,0.52,54064
855,28,5,372,293,0.912,0.456,41279
856,28,6,367,298,0.912,0.456,42587
857,28,7,355,304,1.731,0.865,35031
858,28,8,347,315,1.755,0.877,23056
859,28,9,335,326,2.1,1.05,28188
860,28,10,332,339,1.721,0.861,19815
861,28,11,326,353,1.965,0.982,20276
862,28,12,318,364,1.755,0.877,21229
863,28,13,311,374,1.575,0.787,24900
864,28,14,313,396,2.85,1.425,24720
865,28,15,321,410,2.08,1.04,17210
866,28,16,324,425,1.973,0.987,21894
867,28,17,318,432,1.189,0.595,15887
868,28,18,309,437,1.328,0.664,21995
869,28,19,314,460,3.036,1.518,14313
870,28,20,317,470,1.347,0.673,23361
871,28,21,318,477,0.912,0.456,29069
872,28,22,314,482,0.826,0.413,27803
873,28,23,306,480,1.064,0.532,19666
874,28,24,293,473,1.905,0.952,22309
875,28,25,286,464,1.471,0.735,23088
876,28,26,276,452,2.015,1.008,17752
877,28,27,254,424,4.594,2.297,41788
878,28,28,246,400,3.263,1.632,24836
879,28,29,246,378,2.838,1.419,25651
880,28,30,251,360,2.41,1.205,20877
881,28,31,241,341,2.77,1.385,28401
882,28,32,224,320,3.485,1.743,32495
883,28,33,208,312,2.308,1.154,26598
884,28,34,199,314,1.189,0.595,27096
885,28,35,196,309,0.752,0.376,24362
886,28,36,188,304,1.217,0.608,28132
887,28,37,181,301,0.982,0.491,23707
888,28,38,179,293,1.064,0.532,27529
889,28,39,180,299,0.785,0.392,29918
890,28,40,174,312,1.847,0.923,35536
891,28,41,164,317,1.442,0.721,28585
892,28,42,161,310,0.982,0.491,24992
893,28,43,160,296,1.811,0.905,15356
894,28,44,160,282,1.806,0.903,38713
895,28,45,158,269,1.697,0.848,36315
896,28,46,148,259,1.824,0.912,36981
897,28,47,148,259,0,0,63667
898,28,48,133,266,2.135,1.068,65513
899,28,49,136,271,0.752,0.376,34019
900,28,50,128,271,1.032,0.516,26183
901,28,51,114,282,2.297,1.148,20914
902,28,52,110,286,0.73,0.365,20697
903,28,53,106,288,0.577,0.288,16327
904,28,54,102,287,0.532,0.266,19989
905,28,55,98,286,0.532,0.266,14493
906,28,56,92,287,0.785,0.392,20689
907,28,57,94,290,0.465,0.233,15124
908,28,58,95,294,0.532,0.266,20527
909,28,59,93,294,0.258,0.129,18562
910,28,60,77,297,2.1,1.05,18957
911,28,61,58,322,4.051,2.025,20197
912,28,62,61,326,0.645,0.323,15333
913,28,63,70,332,1.395,0.698,13336
914,28,64,75,334,0.695,0.347,17895
915,28,65,80,338,0.826,0.413,15745
916,28,66,78,344,0.816,0.408,15401
917,28,67,84,344,0.774,0.387,15026
918,28,68,89,340,0.826,0.413,16272
919,28,69,100,336,1.51,0.755,15587
920,28,70,106,330,1.095,0.547,13874
921,28,71,121,326,2.003,1.001,11730
922,28,72,130,327,1.168,0.584,12766
923,28,73,130,325,0.258,0.129,12799
924,30,1,301,344,-1,-1,64019
925,30,2,302,335,1.168,0.584,58840
926,30,3,292,321,2.219,1.11,62656
927,30,4,288,320,0.532,0.266,46878
928,30,5,300,318,1.569,0.785,52799
929,30,6,285,311,2.135,1.068,57971
930,30,7,293,316,1.217,0.608,65513
931,30,8,287,332,2.204,1.102,30039
932,30,9,280,341,1.471,0.735,15738
933,30,10,272,361,2.779,1.389,28396
934,30,11,279,364,0.982,0.491,17798
935,30,12,274,355,1.328,0.664,22066
936,30,13,272,349,0.816,0.408,23279
937,30,14,270,352,0.465,0.233,22758
938,30,15,265,356,0.826,0.413,20041
939,30,16,264,360,0.532,0.266,21696
940,30,17,266,376,2.08,1.04,22278
941,30,18,264,390,1.824,0.912,25580
942,30,19,262,400,1.316,0.658,28285
943,30,20,266,409,1.271,0.635,25651
944,30,21,269,423,1.847,0.923,23815
945,30,22,273,424,0.532,0.266,27090
946,30,23,266,419,1.11,0.555,22542
947,30,24,264,410,1.189,0.595,21864
948,30,25,263,401,1.168,0.584,22282
949,30,26,259,388,1.755,0.877,27934
950,30,27,257,377,1.442,0.721,25313
951,30,28,266,362,2.257,1.128,21352
952,30,29,272,350,1.731,0.865,28920
953,30,30,275,338,1.596,0.798,34646
954,30,31,271,329,1.271,0.635,38302
955,30,32,271,311,2.322,1.161,23741
956,30,33,266,306,0.912,0.456,29416
957,30,34,264,300,0.816,0.408,38659
958,30,35,260,290,1.389,0.695,32264
959,30,36,260,287,0.387,0.194,37770
960,30,37,255,284,0.752,0.376,35787
961,30,38,252,282,0.465,0.233,35299
962,30,39,249,288,0.865,0.433,34162
963,30,40,248,286,0.288,0.144,34344
964,30,41,251,286,0.387,0.194,39606
965,30,42,246,284,0.695,0.347,35037
966,30,43,241,274,1.442,0.721,32145
967,30,44,236,268,1.008,0.504,39196
968,30,45,241,266,0.695,0.347,35208
969,30,46,237,264,0.577,0.288,38299
970,30,47,228,260,1.271,0.635,39838
971,30,48,221,256,1.04,0.52,43173
972,30,49,221,246,1.29,0.645,40890
973,30,50,215,235,1.616,0.808,38954
974,30,51,204,230,1.559,0.779,51540
975,30,52,200,233,0.645,0.323,40824
976,30,53,198,227,0.816,0.408,42522
977,30,54,202,224,0.645,0.323,47942
978,30,55,202,210,1.806,0.903,65089
979,30,56,206,213,0.645,0.323,65303
980,30,57,198,213,1.032,0.516,64877
981,30,58,193,208,0.912,0.456,46055
982,30,59,193,208,0,0,36532
983,30,60,195,208,0.258,0.129,34198
984,30,61,194,202,0.785,0.392,27235
985,30,62,192,197,0.695,0.347,34890
986,30,63,188,197,0.516,0.258,36169
987,30,64,191,200,0.547,0.274,32085
988,30,65,192,199,0.182,0.091,35306
989,30,66,195,206,0.982,0.491,29768
990,30,67,201,210,0.93,0.465,37836
991,30,68,201,210,0,0,41567
992,30,69,198,210,0.387,0.194,54109
993,30,70,200,214,0.577,0.288,37540
994,30,71,201,216,0.288,0.144,42004
995,30,72,200,208,1.04,0.52,52357
996,30,73,196,201,1.04,0.52,48746
997,32,1,249,347,-1,-1,57717
998,32,2,253,373,3.393,1.697,65265
999,32,3,274,391,3.568,1.784,48360
1000,32,4,296,410,3.75,1.875,61625
1001,32,5,322,393,4.007,2.004,52977
1002,32,6,346,393,3.096,1.548,57246
1003,32,7,373,402,3.671,1.836,50348
1004,32,8,406,428,5.42,2.71,63415
1005,32,9,406,428,0,0,56934
1006,32,10,412,428,0.774,0.387,65517
1007,32,11,442,424,3.904,1.952,36602
1008,32,12,472,414,4.079,2.04,37984
1009,32,13,478,420,1.095,0.547,31692
1010,32,14,491,430,2.116,1.058,31488
1011,32,15,494,450,2.609,1.304,39558
1012,32,16,500,464,1.965,0.982,28194
1013,32,17,504,468,0.73,0.365,21391
1014,32,18,510,461,1.189,0.595,17573
1015,32,19,506,452,1.271,0.635,17217
1016,32,20,506,440,1.548,0.774,17070
1017,32,21,505,432,1.04,0.52,12119
1018,32,22,502,430,0.465,0.233,20150
1019,32,23,498,424,0.93,0.465,17613
1020,32,24,494,419,0.826,0.413,18287
1021,32,25,494,408,1.419,0.71,18861
1022,32,26,492,399,1.189,0.595,22124
1023,32,27,493,397,0.288,0.144,27465
1024,32,28,484,390,1.471,0.735,25554
1025,32,29,476,387,1.102,0.551,26297
1026,32,30,472,383,0.73,0.365,25348
1027,32,31,464,374,1.553,0.777,20057
1028,32,32,456,361,1.969,0.985,20750
1029,32,33,458,355,0.816,0.408,23491
1030,32,34,460,356,0.288,0.144,29549
1031,32,35,456,355,0.532,0.266,25822
1032,32,36,451,352,0.752,0.376,22232
1033,32,37,443,350,1.064,0.532,17879
1034,32,38,434,347,1.224,0.612,22177
1035,32,39,427,342,1.11,0.555,24753
1036,32,40,424,347,0.752,0.376,29556
1037,32,41,426,347,0.258,0.129,29163
1038,32,42,432,343,0.93,0.465,25083
1039,32,43,436,338,0.826,0.413,19127
1040,32,44,440,334,0.73,0.365,28080
1041,32,45,446,332,0.816,0.408,25730
1042,32,46,452,331,0.785,0.392,31345
1043,32,47,454,326,0.695,0.347,27077
1044,32,48,456,324,0.365,0.182,31503
1045,32,49,457,320,0.532,0.266,38591
1046,32,50,457,314,0.774,0.387,29399
1047,32,51,457,309,0.645,0.323,32689
1048,32,52,454,306,0.547,0.274,43587
1049,32,53,458,296,1.389,0.695,47126
1050,32,54,461,292,0.645,0.323,43959
1051,32,55,458,286,0.865,0.433,40978
1052,32,56,451,274,1.792,0.896,61940
1053,32,57,453,278,0.577,0.288,65257
1054,32,58,447,267,1.616,0.808,65324
1055,32,59,440,264,0.982,0.491,44342
1056,32,60,434,256,1.29,0.645,36456
1057,32,61,431,243,1.721,0.861,24893
1058,32,62,437,236,1.189,0.595,17412
1059,32,63,434,234,0.465,0.233,12386
1060,32,64,431,229,0.752,0.376,17890
1061,32,65,436,234,0.912,0.456,23306
1062,32,66,441,226,1.217,0.608,34917
1063,32,67,444,213,1.721,0.861,24979
1064,32,68,441,203,1.347,0.673,18800
1065,32,69,448,204,0.912,0.456,31826
1066,32,70,454,200,0.93,0.465,19044
1067,32,71,458,202,0.577,0.288,18065
1068,32,72,461,202,0.387,0.194,14137
1069,32,73,466,197,0.912,0.456,16142
1070,34,1,394,342,-1,-1,55611
1071,34,2,398,342,0.516,0.258,48490
1072,34,3,398,340,0.258,0.129,28802
1073,34,4,387,336,1.51,0.755,23400
1074,34,5,386,336,0.129,0.065,14305
1075,34,6,388,344,1.064,0.532,14159
1076,34,7,388,344,0,0,18327
1077,34,8,376,347,1.596,0.798,14138
1078,34,9,351,375,4.842,2.421,18141
1079,34,10,359,396,2.899,1.449,14567
1080,34,11,372,404,1.969,0.985,18197
1081,34,12,398,418,3.809,1.905,15568
1082,34,13,438,429,5.352,2.676,19490
1083,34,14,447,442,2.04,1.02,15901
1084,34,15,454,441,0.912,0.456,16423
1085,34,16,451,446,0.752,0.376,10326
1086,34,17,421,450,3.904,1.952,12519
1087,34,18,411,455,1.442,0.721,20438
1088,34,19,405,458,0.865,0.433,15007
1089,34,20,403,459,0.288,0.144,12660
1090,34,21,400,464,0.752,0.376,16450
1091,34,22,404,472,1.154,0.577,22549
1092,34,23,414,470,1.316,0.658,19742
1093,34,24,423,478,1.553,0.777,30718
1094,34,25,432,486,1.553,0.777,26128
1095,34,26,440,490,1.154,0.577,30527
1096,34,27,454,492,1.824,0.912,29354
1097,34,28,461,502,1.575,0.787,30563
1098,34,29,456,507,0.912,0.456,37193
1099,34,30,452,503,0.73,0.365,65503
1100,34,31,446,487,2.204,1.102,59614
1101,34,32,434,484,1.596,0.798,28743
1102,34,33,419,484,1.935,0.968,29482
1103,34,34,403,486,2.08,1.04,24498
1104,34,35,386,490,2.253,1.126,10079
1105,34,36,380,482,1.29,0.645,16929
1106,34,37,370,476,1.504,0.752,14451
1107,34,38,362,466,1.652,0.826,16557
1108,34,39,364,469,0.465,0.233,25596
1109,34,40,359,470,0.658,0.329,16789
1110,34,41,356,480,1.347,0.673,17634
1111,34,42,346,495,2.326,1.163,25207
1112,34,43,346,497,0.258,0.129,20940
1113,34,44,342,502,0.826,0.413,20819
1114,34,45,342,486,2.064,1.032,16070
1115,34,46,339,481,0.752,0.376,25591
1116,34,47,334,470,1.559,0.779,28230
1117,34,48,338,460,1.389,0.695,30069
1118,34,49,342,451,1.271,0.635,14483
1119,34,50,348,446,1.008,0.504,25324
1120,34,51,348,436,1.29,0.645,22961
1121,34,52,351,427,1.224,0.612,34701
1122,34,53,353,418,1.189,0.595,26888
1123,34,54,359,406,1.731,0.865,30181
1124,34,55,362,392,1.847,0.923,21359
1125,34,56,364,378,1.824,0.912,30542
1126,34,57,366,368,1.316,0.658,21134
1127,34,58,371,356,1.677,0.839,22755
1128,34,59,366,348,1.217,0.608,21248
1129,34,60,362,340,1.154,0.577,27730
1130,34,61,355,332,1.371,0.686,30927
1131,34,62,350,321,1.559,0.779,28175
1132,34,63,345,310,1.559,0.779,27737
1133,34,64,344,299,1.425,0.712,29394
1134,34,65,348,287,1.632,0.816,33366
1135,34,66,356,280,1.371,0.686,26859
1136,34,67,357,272,1.04,0.52,30513
1137,34,68,360,268,0.645,0.323,54018
1138,34,69,364,256,1.632,0.816,41395
1139,34,70,364,248,1.032,0.516,39300
1140,34,71,362,247,0.288,0.144,65419
1141,34,72,348,252,1.918,0.959,65349
1142,34,73,352,258,0.93,0.465,33171
1143,36,1,377,378,-1,-1,36974
1144,36,2,364,345,4.575,2.288,28726
1145,36,3,356,334,1.755,0.877,17376
1146,36,4,347,337,1.224,0.612,12230
1147,36,5,342,343,1.008,0.504,20399
1148,36,6,332,348,1.442,0.721,15524
1149,36,7,316,359,2.505,1.252,8509
1150,36,8,320,376,2.253,1.126,12084
1151,36,9,308,389,2.282,1.141,12040
1152,36,10,298,400,1.918,0.959,10597
1153,36,11,290,402,1.064,0.532,17044
1154,36,12,268,408,2.942,1.471,14169
1155,36,13,258,411,1.347,0.673,16051
1156,36,14,252,419,1.29,0.645,15054
1157,36,15,244,424,1.217,0.608,16942
1158,36,16,241,434,1.347,0.673,13511
1159,36,17,234,424,1.575,0.787,9876
1160,36,18,246,446,3.233,1.616,16276
1161,36,19,261,467,3.329,1.665,23113
1162,36,20,277,502,4.964,2.482,20229
1163,37,1,316,392,-1,-1,49807
1164,37,2,326,392,1.29,0.645,46069
1165,37,3,340,383,2.147,1.073,37895
1166,37,4,372,394,4.365,2.183,28416
1167,37,5,401,430,5.963,2.982,42289
1168,37,6,450,434,6.342,3.171,32438
1169,37,7,481,418,4.5,2.25,22003
1170,37,8,504,419,2.97,1.485,19578
1171,38,1,196,392,-1,-1,46677
1172,38,2,208,390,1.569,0.785,37012
1173,38,3,208,386,0.516,0.258,24988
1174,38,4,192,393,2.253,1.126,26717
1175,38,5,185,409,2.253,1.126,29252
1176,38,6,169,418,2.368,1.184,25982
1177,38,7,158,412,1.616,0.808,21294
1178,38,8,162,412,0.516,0.258,20636
1179,38,9,180,406,2.448,1.224,31163
1180,38,10,202,395,3.173,1.586,30563
1181,38,11,224,381,3.364,1.682,19564
1182,38,12,227,378,0.547,0.274,23920
1183,38,13,230,377,0.408,0.204,24651
1184,38,14,226,378,0.532,0.266,24691
1185,38,15,226,384,0.774,0.387,23102
1186,38,16,216,387,1.347,0.673,33963
1187,38,17,201,393,2.084,1.042,29782
1188,38,18,200,393,0.129,0.065,33620
1189,38,19,203,388,0.752,0.376,37701
1190,38,20,215,386,1.569,0.785,42187
1191,38,21,229,387,1.811,0.905,38790
1192,38,22,224,386,0.658,0.329,65505
1193,38,23,214,393,1.575,0.787,53419
1194,38,24,228,373,3.149,1.575,37860
1195,38,25,232,354,2.505,1.252,29981
1196,38,26,226,344,1.504,0.752,22341
1197,38,27,220,356,1.731,0.865,21963
1198,38,28,212,352,1.154,0.577,23500
1199,38,29,209,349,0.547,0.274,21219
1200,38,30,200,340,1.642,0.821,21657
1201,38,31,189,328,2.1,1.05,23417
1202,38,32,180,334,1.395,0.698,24585
1203,38,33,182,341,0.939,0.47,21892
1204,38,34,192,349,1.652,0.826,21946
1205,38,35,207,340,2.257,1.128,31907
1206,38,36,229,321,3.75,1.875,26814
1207,38,37,234,319,0.695,0.347,26707
1208,38,38,229,321,0.695,0.347,23198
1209,38,39,215,331,2.219,1.11,18013
1210,38,40,206,332,1.168,0.584,14684
1211,38,41,206,336,0.516,0.258,22910
1212,38,42,202,332,0.73,0.365,21149
1213,38,43,205,321,1.471,0.735,18330
1214,38,44,204,308,1.682,0.841,16487
1215,38,45,202,294,1.824,0.912,16688
1216,38,46,199,287,0.982,0.491,21258
1217,38,47,193,278,1.395,0.698,17779
1218,38,48,180,276,1.697,0.848,23039
1219,38,49,170,289,2.116,1.058,22392
1220,38,50,158,296,1.792,0.896,13041
1221,38,51,153,302,1.008,0.504,19168
1222,38,52,146,308,1.189,0.595,22144
1223,38,53,139,307,0.912,0.456,14891
1224,38,54,140,301,0.785,0.392,19223
1225,38,55,140,294,0.903,0.452,18409
1226,38,56,136,284,1.389,0.695,13512
1227,38,57,138,282,0.365,0.182,21856
1228,38,58,144,282,0.774,0.387,24488
1229,38,59,147,279,0.547,0.274,21801
1230,38,60,150,277,0.465,0.233,20043
1231,38,61,153,275,0.465,0.233,21136
1232,38,62,159,274,0.785,0.392,17601
1233,38,63,174,268,2.084,1.042,25018
1234,38,64,180,267,0.785,0.392,22773
1235,38,65,190,270,1.347,0.673,30669
1236,38,66,195,267,0.752,0.376,65390
1237,38,67,183,256,2.1,1.05,65419
1238,38,68,175,252,1.154,0.577,25341
1239,38,69,170,238,1.918,0.959,24335
1240,38,70,168,218,2.593,1.296,23980
1241,38,71,168,198,2.58,1.29,16679
1242,38,72,167,188,1.296,0.648,24088
1243,38,73,160,182,1.189,0.595,21983
1244,40,1,255,410,-1,-1,63671
1245,40,2,296,422,5.511,2.755,65512
1246,40,3,323,424,3.493,1.746,52434
1247,40,4,350,448,4.66,2.33,50472
1248,40,5,396,477,7.015,3.507,53825
1249,40,6,388,498,2.899,1.449,30582
1250,41,1,161,468,-1,-1,47182
1251,41,2,164,469,0.408,0.204,45636
1252,41,3,163,460,1.168,0.584,60323
1253,41,4,160,465,0.752,0.376,65514
1254,41,5,153,470,1.11,0.555,28700
1255,41,6,140,478,1.969,0.985,22763
1256,41,7,138,474,0.577,0.288,18671
1257,41,8,133,468,1.008,0.504,19513
1258,41,9,132,462,0.785,0.392,20872
1259,41,10,132,452,1.29,0.645,20006
1260,41,11,139,437,2.135,1.068,24828
1261,41,12,138,423,1.811,0.905,15343
1262,41,13,151,424,1.682,0.841,14465
1263,41,14,178,405,4.259,2.129,26272
1264,41,15,169,404,1.168,0.584,19641
1265,41,16,171,409,0.695,0.347,23505
1266,41,17,158,420,2.197,1.098,33139
1267,41,18,152,410,1.504,0.752,24700
1268,41,19,157,411,0.658,0.329,24736
1269,41,20,160,410,0.408,0.204,22932
1270,41,21,164,408,0.577,0.288,18267
1271,41,22,164,408,0,0,21992
1272,41,23,156,399,1.553,0.777,21488
1273,41,24,156,399,0,0,19968
1274,41,25,156,399,0,0,19576
1275,41,26,172,408,2.368,1.184,22445
1276,41,27,178,404,0.93,0.465,18512
1277,41,28,182,391,1.755,0.877,16935
1278,41,29,179,382,1.224,0.612,18796
1279,41,30,172,374,1.371,0.686,21846
1280,41,31,165,378,1.04,0.52,21628
1281,41,32,168,380,0.465,0.233,20666
1282,41,33,175,383,0.982,0.491,19451
1283,41,34,182,386,0.982,0.491,20032
1284,41,35,169,373,2.372,1.186,20368
1285,41,36,156,368,1.797,0.898,17006
1286,41,37,153,368,0.387,0.194,25052
1287,41,38,158,373,0.912,0.456,24380
1288,41,39,186,369,3.649,1.824,25962
1289,41,40,194,369,1.032,0.516,26840
1290,41,41,194,369,0,0,21611
1291,41,42,189,362,1.11,0.555,28376
1292,41,43,192,354,1.102,0.551,23821
1293,41,44,188,349,0.826,0.413,25211
1294,41,45,181,342,1.277,0.639,26330
1295,41,46,177,337,0.826,0.413,26615
1296,41,47,172,328,1.328,0.664,35274
1297,41,48,170,330,0.365,0.182,65513
1298,41,49,155,342,2.478,1.239,65511
1299,41,50,144,346,1.51,0.755,23466
1300,41,51,137,349,0.982,0.491,24462
1301,41,52,125,351,1.569,0.785,21073
1302,41,53,122,350,0.408,0.204,22647
1303,41,54,123,345,0.658,0.329,23951
1304,41,55,126,338,0.982,0.491,15770
1305,41,56,132,330,1.29,0.645,21990
1306,41,57,139,324,1.189,0.595,20848
1307,41,58,144,324,0.645,0.323,17066
1308,41,59,156,318,1.731,0.865,15763
1309,41,60,165,317,1.168,0.584,10363
1310,41,61,172,316,0.912,0.456,11787
1311,41,62,184,315,1.553,0.777,12436
1312,41,63,198,315,1.806,0.903,8994
1313,41,64,204,318,0.865,0.433,27976
1314,41,65,232,332,4.038,2.019,32619
1315,41,66,251,336,2.505,1.252,17872
1316,41,67,267,335,2.068,1.034,28141
1317,41,68,282,335,1.935,0.968,16311
1318,41,69,292,334,1.296,0.648,21796
1319,41,70,304,332,1.569,0.785,26092
1320,41,71,315,326,1.616,0.808,16020
1321,41,72,323,326,1.032,0.516,20416
1322,41,73,328,322,0.826,0.413,15381
1323,43,1,420,454,-1,-1,63716
1324,43,2,403,488,4.904,2.452,65514
1325,44,1,50,496,-1,-1,42717
1326,44,2,48,490,0.816,0.408,27654
1327,44,3,47,486,0.532,0.266,20519
1328,44,4,40,490,1.04,0.52,16022
1329,44,5,40,486,0.516,0.258,17640
1330,44,6,39,490,0.532,0.266,16545
1331,44,7,37,490,0.258,0.129,16651
1332,44,8,37,490,0,0,14746
1333,44,9,34,488,0.465,0.233,15465
1334,44,10,31,488,0.387,0.194,15438
1335,44,11,33,488,0.258,0.129,16010
1336,44,12,32,489,0.182,0.091,15389
1337,44,13,31,488,0.182,0.091,15597
1338,44,14,31,483,0.645,0.323,20837
1339,44,15,32,479,0.532,0.266,17040
1340,44,16,28,476,0.645,0.323,18993
1341,44,17,24,480,0.73,0.365,20618
